x,y1,y2,y3,y4,y5
80.60000000000002,-64.5269789221564,-41.63630806740139,-28.21382801196544,-30.76975225339053,-26.170938610383168
80.70000000000003,-64.67375838594063,-41.78702928377551,-28.348519805736075,-30.845865646586866,-26.285676436492995
80.80000000000003,-64.82216803191002,-41.93933884868147,-28.484776629165452,-30.922914810304757,-26.401572162327383
80.90000000000003,-64.97224156884963,-42.09327046134821,-28.622631775672378,-31.000921635596672,-26.518648335578014
81.00000000000003,-65.12401380211188,-42.248858917627814,-28.762119632757738,-31.079908742437542,-26.636928221643604
81.10000000000002,-65.27752068243932,-42.40614015881963,-28.903275730816752,-31.159899512272524,-26.75643583561437
81.20000000000003,-65.43279935754417,-42.56515132325142,-29.046136794708115,-31.240918122402213,-26.87719597607412
81.30000000000003,-65.58988822663392,-42.725930800806196,-29.19074079826902,-31.32298958233173,-26.99923426084565
81.40000000000003,-65.74882699808734,-42.88851829060002,-29.337127021980827,-31.40613977222017,-27.122577164815198
81.50000000000003,-65.90965675050211,-43.05295486203063,-29.485336114005854,-31.490395483576698,-27.247252059981864
81.60000000000004,-66.0724199973531,-43.21928301943743,-29.635410154835217,-31.57578446236446,-27.37328725789188
81.70000000000003,-66.23716075552103,-43.38754677063151,-29.78739272580677,-31.66233545468341,-27.500712054628792
81.80000000000003,-66.40392461797332,-43.557791699577734,-29.941328981775072,-31.75007825522197,-27.629556778547748
81.90000000000003,-66.57275883090185,-43.730065043534026,-30.097265728238515,-31.839043758678734,-27.759852840955435
82.00000000000003,-66.74371237565086,-43.904415774980606,-30.255251503256297,-31.929264014377956,-27.891632789957505
82.10000000000004,-66.91683605579607,-44.08089468870041,-30.41533666451661,-32.02077228431851,-28.02493036771306
82.20000000000003,-67.0921825897686,-44.25955449440429,-30.577573481949543,-32.11360310491908,-28.159780571357768
82.30000000000004,-67.26980670945342,-44.440449915331,-30.74201623631453,-32.207792352745976,-28.2962197178812
82.40000000000003,-67.44976526523038,-44.623637793289305,-30.908721324230243,-32.303377314535865,-28.43428551326959
82.50000000000003,-67.63211733797053,-44.8091772006557,-31.07774737015962,-32.40039676185463,-28.574017126254553
82.60000000000004,-67.81692435854735,-44.99712955988692,-31.2491553459099,-32.49889103076613,-28.715455267040298
82.70000000000003,-68.00425023547649,-45.187558771160916,-31.42300869826095,-32.59890210691934,-28.858642271416898
82.80000000000003,-68.19416149135715,-45.3805313488195,-31.59937348539518,-32.700473716502856,-29.003622190707734
82.90000000000003,-68.38672740885328,-45.576116567350844,-31.77831852286722,-32.80365142355915,-29.150440888041977
83.00000000000003,-68.58202018702671,-45.77438661772375,-31.959915539925422,-32.9084827341991,-29.299146141492216
83.10000000000004,-68.78011510891639,-45.97541677496805,-32.14423934707927,-33.01501720831426,-29.449787754672762
83.20000000000003,-68.981090721348,-46.17928557798563,-32.33136801589726,-33.12330657944131,-29.602417675452894
83.30000000000003,-69.18502902806212,-46.38607502267956,-32.521383072123115,-33.23340488350627,-29.757090123510235
83.40000000000003,-69.39201569736234,-46.595870769603465,-32.71436970331172,-33.345368597246946,-29.91386172752287
83.50000000000003,-69.60214028561295,-46.8087623674604,-32.91041698231479,-33.45925678720239,-30.07279167288647
83.60000000000004,-69.81549647806237,-47.02484349392733,-33.10961810809191,-33.57513127025135,-30.233941860938284
83.70000000000003,-70.0321823486274,-47.24421221544056,-33.31207066548242,-33.693056786791786,-30.397377080777666
83.80000000000003,-70.25230064046082,-47.46697126776449,-33.51787690576045,-33.81310118777439,-30.563165194895827
83.90000000000003,-70.47595906932878,-47.693228359369975,-33.72714404999964,-33.93533563694304,-30.731377339965405
84.00000000000003,-70.70327065206104,-47.92309649988576,-33.939984617510525,-34.05983482978932,-30.90208814429635
84.10000000000004,-70.93435406260298,-48.156694356151455,-34.15651678187964,-34.1866772309078,-31.075375963643033
84.20000000000003,-71.16933401849992,-48.39414663870305,-34.37686475744075,-34.31594533163942,-31.25132313724839
84.30000000000003,-71.408341700991,-48.63558452186759,-34.60115921935531,-34.44772593011965,-31.430016266240848
84.40000000000003,-71.65151521228098,-48.881146101036265,-34.82953776087099,-34.58211043611251,-31.61154651676279
84.50000000000003,-71.89900007401089,-49.13097689113585,-35.0621453917787,-34.71919520330911,-31.79600995050849
84.60000000000004,-72.15094977146384,-49.38523037083562,-35.299135082604565,-34.85908189211583,-31.983507885694635
84.70000000000003,-72.40752634863524,-49.6440685776185,-35.54066835966621,-35.00187786635175,-32.17414729188149
84.80000000000003,-72.66890105998317,-49.90766275953233,-35.78691595680905,-35.147696627731804,-32.36804122251999
84.90000000000003,-72.93525508546205,-50.17619409022463,-36.038058530425545,-35.296658292538524,-32.5653092896254
85.00000000000003,-73.20678031636109,-50.449854454781814,-36.29428744527918,-35.44889011549595,-32.766078185590004
85.10000000000004,-73.48368022053167,-50.72884731495752,-36.55580563971701,-35.60452706656905,-32.970482257856354
85.20000000000003,-73.76617079682637,-51.01338866361266,-36.82282858009388,-35.76371246723684,-33.17866414299747
85.30000000000003,-74.05448163002261,-51.30370807963964,-37.095585315680715,-35.92659869375435,-33.390775467717766
85.40000000000003,-74.34885705919822,-51.600049896339186,-37.37431964702481,-36.09334795604879,-33.60697762541813
85.50000000000003,-74.64955747452478,-51.902674498214125,-37.659291422727456,-36.26413316222663,-33.82744263830021
85.60000000000005,-74.95686075979788,-52.211859763500705,-37.95077798195825,-36.43913888023756,-34.05235411655462
85.70000000000003,-75.27106390081077,-52.527902672543085,-38.24907576281275,-36.61856241010073,-34.281908328035975
85.80000000000003,-75.59248478299352,-52.8511211054331,-38.55450209993503,-36.80261498230648,-34.51631539403717
85.90000000000003,-75.92146420568771,-53.181855856285864,-38.867397238775816,-36.99152310064116,-34.75580062940842
86.00000000000003,-76.25836814516268,-53.52047289625678,-39.18812659859174,-37.185530050839375,-35.000606048423435
86.10000000000004,-76.60359030417021,-53.86736592309682,-39.517083321982646,-37.384897600259656,-35.25099206158834
86.20000000000003,-76.95755499270756,-54.22295924191655,-39.854691155637255,-37.58990791836664,-35.50723939317308
86.30000000000003,-77.32072039300473,-54.58771103017381,-40.201407715302395,-37.800865753360256,-35.76965125480599
86.40000000000003,-77.69358227191964,-54.9621170500697,-40.557728198159985,-38.018100907077105,-36.038555817254036
86.50000000000003,-78.07667821639244,-55.34671488400374,-40.924189618263,-38.241971058596775,-36.31430903082057
